Date,US LT (20Y) Corporate Bonds (TR),US LT (20Y) Government Bonds (TR),US Intermediate-term (5Y) Government Bonds (TR),US (30-Day) Treasury Bills,AUSTRALIA Standard (Large+Mid Cap),EUROPE Standard (Large+Mid Cap),GERMANY Standard (Large+Mid Cap),HONG KONG Standard (Large+Mid Cap),JAPAN Standard (Large+Mid Cap),UNITED KINGDOM Standard (Large+Mid Cap),Gold Return,CANADA Standard (Large+Mid Cap),US Large-Cap Stocks (TR),US Small-Cap Stocks (TR)
Aug-82,0.0837,0.0781,0.0469,0.0076,0.0203,0.0056,-0.0272,-0.1283,0.0055,0.0148,0.2001,0.1786,0.1214,0.0698
Sep-82,0.0623,0.0618,0.0325,0.0051,0.0223,0.0224,0.0418,-0.1345,-0.0384,0.0464,-0.0352,-0.0131,0.0125,0.0327
Oct-82,0.0759,0.0634,0.0531,0.0059,-0.0018,0.012,-0.022,-0.2103,0.0036,0.0176,0.0661,0.1132,0.1151,0.1305
Nov-82,0.0201,-0.0002,0.008,0.0063,-0.0145,0.0157,0.0558,-0.0508,0.1851,-0.0283,0.0301,0.0145,0.0404,0.0779
Dec-82,0.0108,0.0312,0.0185,0.0067,0.0381,0.05,0.1153,0.1599,0.1134,0.0135,0.0479,0.0904,0.0193,0.0132
Jan-83,-0.0094,-0.0309,0.0007,0.0069,0.1033,0.0015,-0.0372,0.116,-0.0415,-0.0159,0.0932,0.0306,0.0372,0.0628
Feb-83,0.0428,0.0492,0.0252,0.0062,-0.0771,0.0386,0.0844,0.1446,0.0163,0.0047,-0.1822,0.0363,0.0229,0.0712
Mar-83,0.0072,-0.0094,-0.0049,0.0063,-0.0622,0.0502,0.1293,-0.0443,0.0399,0.0132,0.0153,0.0248,0.0369,0.0525
Apr-83,0.0548,0.035,0.0259,0.0071,0.1604,0.0814,0.0493,-0.0017,0.021,0.1405,0.035,0.104,0.0788,0.0767
May-83,-0.0324,-0.0386,-0.0122,0.0069,0.0674,-0.0105,-0.0786,-0.1269,0.0021,0.0288,0.0192,0.0243,-0.0087,0.0870
Jun-83,-0.0046,0.0039,0.0016,0.0067,-0.0288,0.0177,0.0489,0.0603,0.0316,0.0073,-0.0491,0.021,0.0389,0.0348
Jul-83,-0.0455,-0.0486,-0.0198,0.0074,0.1249,-0.0139,-0.0148,0.0954,0.0081,-0.0368,0.0144,0.0052,-0.0295,-0.0088
Aug-83,0.0051,0.002,0.0081,0.0076,0.0367,-0.0218,-0.0809,-0.1343,-0.0125,-0.0098,-0.0184,0.0046,0.0150,-0.0197
Sep-83,0.0392,0.0505,0.0315,0.0076,0.0441,0.0173,0.0532,-0.2661,0.0787,-0.0022,-0.0223,0.0136,0.0138,0.0133
Oct-83,-0.0025,-0.0132,0.0019,0.0076,-0.0156,-0.0008,0.0806,0.2053,-0.005,-0.0177,-0.0568,-0.0584,-0.0116,-0.0568
Nov-83,0.0142,0.0183,0.0103,0.007,0.0942,0.0294,-0.0063,-0.0101,0.0122,0.0439,0.0602,0.0871,0.0211,0.0516
Dec-83,-0.0033,-0.0059,0.0047,0.0073,0.0232,0.0074,0.0069,0.0371,0.0769,0.0011,-0.0558,-0.0003,-0.0052,-0.0145
Jan-84,0.027,0.0244,0.0177,0.0076,-0.0036,0.0402,0.0004,0.2735,0.0467,0.0386,-0.0226,-0.0481,-0.0056,-0.0008
Feb-84,-0.0172,-0.0178,-0.0064,0.0071,-0.0351,0.0281,0.0354,-0.0369,-0.0031,0.0393,0.0548,-0.0107,-0.0352,-0.0645
Mar-84,-0.0235,-0.0156,-0.0035,0.0073,0.0387,0.0262,0.0031,-0.0372,0.1803,0.0384,-0.0146,-0.0304,0.0173,0.0174
Apr-84,-0.0073,-0.0106,-0.0003,0.0081,-0.0092,-0.0135,-0.0367,0.0227,-0.0219,-0.0058,-0.0327,-0.0265,0.0095,-0.0085
May-84,-0.0483,-0.0516,-0.025,0.0078,-0.1612,-0.073,-0.0473,-0.0997,-0.123,-0.1034,0.0225,-0.0432,-0.0554,-0.0521
Jun-84,0.0199,0.015,0.0099,0.0075,-0.0129,-0.0018,0.0065,-0.015,0.0045,0.0067,-0.0291,-0.0192,0.0217,0.0300
Jul-84,0.0586,0.0693,0.0393,0.0082,0.0011,-0.0658,-0.1013,-0.1063,-0.0707,-0.0595,-0.0823,-0.0301,-0.0124,-0.0420
Aug-84,0.0307,0.0266,0.0101,0.0083,0.1003,0.0846,0.0598,0.1738,0.0856,0.101,0.0172,0.1456,0.1104,0.0998
Sep-84,0.0314,0.0343,0.0202,0.0086,-0.0127,-0.015,0.0155,0.0833,-0.0044,-0.0175,-0.0129,-0.0096,0.0002,0.0027
Oct-84,0.0572,0.0561,0.0383,0.01,0.0364,0.0023,0.0262,0.0139,0.0492,-0.0052,-0.0298,-0.0184,0.0039,-0.0217
Nov-84,0.0212,0.0118,0.0192,0.0073,0.0069,-0.0029,-0.0105,0.112,0.0067,0.021,-0.0135,0.0004,-0.0112,-0.0336
Dec-84,0.0128,0.0091,0.0143,0.0064,-0.0715,0.0071,0.0004,0.0712,0.0382,0.0132,-0.0629,0.0159,0.0263,0.0150
Jan-85,0.0325,0.0364,0.0206,0.0065,0.0614,0.046,0.0412,0.1485,-0.0052,0.0219,-0.0054,0.0796,0.0779,0.1059
Feb-85,-0.0373,-0.0493,-0.0179,0.0058,-0.096,-0.0417,-0.0322,0.0072,0.0326,-0.0527,-0.0616,-0.0421,0.0122,0.0272
Mar-85,0.0179,0.0307,0.0166,0.0062,0.0257,0.1154,0.0971,0.001,0.0569,0.1596,0.1442,0.0252,0.0007,-0.0214
Apr-85,0.0296,0.0242,0.0264,0.0072,-0.0152,0.0287,0.0424,0.103,-0.0343,0.0248,-0.024,0.005,-0.0009,-0.0174
May-85,0.082,0.0896,0.0485,0.0066,0.0229,0.0521,0.102,0.0562,0.0348,0.0509,-0.0229,0.0311,0.0578,0.0276
Jun-85,0.0083,0.0142,0.0108,0.0055,0.0045,0.0118,0.0863,-0.0098,0.045,-0.0332,0.0119,-0.0062,0.0157,0.0106
Jul-85,-0.0121,-0.018,-0.0045,0.0062,0.1788,0.0942,0.033,0.0717,0.0049,0.1245,0.0307,0.0472,-0.0015,0.0260
Aug-85,0.026,0.0259,0.0148,0.0055,-0.0304,0.0512,0.0934,-0.0185,0.0239,0.0535,0.0176,-0.0113,-0.0085,-0.0072
Sep-85,0.0071,-0.0021,0.0113,0.006,0.0677,0.0164,0.1127,-0.0751,0.106,-0.0351,-0.0225,-0.0632,-0.0313,-0.0544
Oct-85,0.0329,0.0338,0.0162,0.0065,0.0324,0.111,0.1534,0.0997,0.0315,0.1078,-0.002,0.0174,0.0462,0.0261
Nov-85,0.037,0.0401,0.0195,0.0061,-0.06,0.0782,0.0131,0.034,0.0148,0.0778,0.0006,0.0643,0.0686,0.0620
Dec-85,0.0469,0.0541,0.0257,0.0065,0.0137,0.0436,0.1611,0.0265,0.0591,-0.0406,0.0046,0.0033,0.0484,0.0470
Jan-86,0.0045,-0.0025,0.0082,0.0056,0.1279,0.0191,0.0382,-0.022,0.0276,0.0008,0.0725,-0.0437,0.0056,0.0112
Feb-86,0.0752,0.1145,0.0275,0.0053,-0.0568,0.1188,0.0545,0.0086,0.1204,0.1193,-0.0352,0.0115,0.0747,0.0719
Mar-86,0.0256,0.077,0.0338,0.006,0.1081,0.0818,0.0341,-0.0317,0.2145,0.0898,0.0173,0.0892,0.0558,0.0477
Apr-86,0.0016,-0.008,0.0081,0.0052,0.1053,0.0929,0.1356,0.1328,0.038,0.0589,0.0051,0.0181,-0.0113,0.0064
May-86,-0.0164,-0.0505,-0.0215,0.0049,0.0034,-0.0884,-0.1578,-0.0233,-0.0066,-0.0819,-0.0074,0.0123,0.0532,0.0360
Jun-86,0.0218,0.0613,0.0276,0.0052,-0.1097,0.0436,0.0403,-0.0255,0.1015,0.0802,0.0103,-0.0196,0.0169,0.0026
Jul-86,0.0031,-0.0108,0.0157,0.0052,-0.1588,-0.0086,-0.0077,0.0788,0.1322,-0.0862,0.031,-0.0468,-0.0559,-0.0710
Aug-86,0.0275,0.0499,0.0266,0.0046,0.0703,0.1117,0.1777,0.0369,0.0909,0.0628,0.0761,0.0405,0.0742,0.0218
Sep-86,-0.0114,-0.05,-0.011,0.0045,0.088,-0.0634,-0.0594,0.0826,0.0249,-0.0838,0.1001,-0.0076,-0.0827,-0.0559
Oct-86,0.0189,0.0289,0.0162,0.0046,0.1283,0.0061,-0.0051,0.1269,-0.1334,0.0206,-0.0525,0.0214,0.0577,0.0346
Nov-86,0.0233,0.0267,0.0113,0.0039,0.0143,0.0535,0.0929,0.0372,0.0663,0.0363,-0.0287,0.0101,0.0243,-0.0031
Dec-86,0.0117,-0.0018,0.0007,0.0049,0.0904,0.0252,0.0049,0.0709,0.0734,0.0523,-0.0019,0.0169,-0.0255,-0.0262
Jan-87,0.0216,0.0161,0.0107,0.0042,0.012,0.0442,-0.0714,0.0091,0.1608,0.1137,0.0302,0.1408,0.1347,0.0943
Feb-87,0.0058,0.0202,0.0059,0.0043,0.1223,0.0357,-0.0512,0.1371,0.0179,0.1212,0.0134,0.0481,0.0395,0.0809
Mar-87,-0.0087,-0.0223,-0.0031,0.0047,0.1071,0.0494,0.0481,-0.0478,0.1095,0.0503,0.0373,0.0937,0.0289,0.0233
Apr-87,-0.0502,-0.0473,-0.0244,0.0044,0.0337,0.0391,0.0046,-0.0332,0.1573,0.0668,0.0766,-0.0262,-0.0089,-0.0313
May-87,-0.0052,-0.0105,-0.0038,0.0038,0.0332,-0.0056,-0.0325,0.1232,-0.0018,0.0566,-0.005,-0.0052,0.0087,-0.0039
Jun-87,0.0155,0.0098,0.0122,0.0048,0.0216,0.0285,0.0655,0.0934,-0.0741,0.0344,-0.0082,0.0307,0.0505,0.0266
Jul-87,-0.0119,-0.0178,0.0025,0.0046,0.1129,0.0336,0.0399,0.0973,-0.035,0.0207,0.034,0.0844,0.0507,0.0364
Aug-87,-0.0075,-0.0165,-0.0038,0.0047,0.094,0.0083,0.0401,0.0445,0.1246,-0.0206,-0.0197,-0.0003,0.0373,0.0287
Sep-87,-0.0422,-0.0369,-0.0141,0.0045,0.0367,0.0065,-0.0413,0.0799,-0.0354,0.0513,0.0135,-0.0143,-0.0219,-0.0081
Oct-87,0.0507,0.0623,0.0299,0.006,-0.4457,-0.1901,-0.1761,-0.4344,-0.0751,-0.2153,0.0202,-0.2208,-0.2154,-0.2919
Nov-87,0.0125,0.0037,0.0083,0.0035,0.0988,-0.044,-0.0967,-0.0294,0.0399,-0.0451,0.0506,-0.0252,-0.0824,-0.0397
Dec-87,0.0212,0.0165,0.0093,0.0039,0.0358,0.0582,0.0197,0.0878,0.0129,0.1217,-0.0171,0.0749,0.0761,0.0520
Jan-88,0.0517,0.0666,0.0316,0.0029,-0.0614,-0.041,-0.1215,0.0293,0.0538,-0.0066,-0.0539,-0.0137,0.0421,0.0556
Feb-88,0.0138,0.0052,0.0123,0.0046,0.0097,0.0588,0.1593,0.0216,0.0755,-0.0037,-0.0695,0.0659,0.0466,0.0760
Mar-88,-0.0188,-0.0307,-0.0086,0.0044,0.1732,0.0275,-0.0009,0.0603,0.0753,0.0478,0.0723,0.0453,-0.0309,0.0408
Apr-88,-0.0149,-0.016,-0.0044,0.0046,0.0624,0.0186,-0.0166,0.0246,0.0104,0.0268,-0.0174,0.016,0.0111,0.0209
May-88,-0.0057,-0.0102,-0.0049,0.0051,0.1492,-0.0187,-0.0117,-0.0271,-0.0452,-0.0287,0.0145,-0.0372,0.0086,-0.0179
Jun-88,0.0379,0.0368,0.0181,0.0049,-0.0324,-0.0101,0.002,0.0819,-0.0377,-0.0325,-0.0416,0.0842,0.0459,0.0612
Jul-88,-0.0111,-0.017,-0.0047,0.0051,0.0617,0.0022,0.0088,0.0158,0.0458,0.0098,0.0006,-0.0188,-0.0038,-0.0025
Aug-88,0.0054,0.0058,-0.0009,0.0059,-0.0271,-0.0454,-0.0072,-0.0813,-0.0755,-0.0674,-0.0207,-0.0523,-0.0339,-0.0246
Sep-88,0.0326,0.0345,0.0196,0.0062,-0.0317,0.0544,0.074,0.0084,0.0431,0.0489,-0.0726,0.0214,0.0426,0.0227
Oct-88,0.0273,0.0308,0.0148,0.0061,0.0696,0.0927,0.1055,0.0779,0.0834,0.0794,0.0396,0.033,0.0278,-0.0123
Nov-88,-0.0169,-0.0196,-0.0115,0.0057,-0.0213,0.0123,-0.0063,0.0326,0.0889,0.0109,0.0247,-0.0045,-0.0143,-0.0437
Dec-88,0.0039,0.011,-0.001,0.0063,-0.0082,0.0053,0.03,0.0171,0.0057,-0.0178,-0.0292,0.0284,0.0174,0.0394
Jan-89,0.0202,0.0203,0.0121,0.0055,0.0919,0.0363,-0.0478,0.1407,0.003,0.1132,-0.0396,0.0824,0.0732,0.0404
Feb-89,-0.0129,-0.0179,-0.0051,0.0061,-0.1501,-0.0114,0.0011,-0.0087,0.0193,-0.0259,-0.0178,-0.0318,-0.0249,0.0083
Mar-89,0.0064,0.0122,0.0049,0.0067,0.0181,0.0072,-0.0188,0.0023,-0.0349,0.0064,-0.0098,0.0111,0.0233,0.0358
Apr-89,0.0213,0.0159,0.022,0.0067,0.0139,0.0278,0.0499,0.0455,-0.0016,0.0141,-0.0147,0.0265,0.0519,0.0279
May-89,0.0379,0.0401,0.0212,0.0079,-0.0262,-0.0512,-0.0354,-0.1138,-0.0566,-0.0697,-0.0417,0.007,0.0405,0.0362
Jun-89,0.0395,0.055,0.0324,0.0071,0.0102,0.0412,0.077,-0.18,-0.0448,0.0082,0.031,0.0237,-0.0057,-0.0201
Jul-89,0.0178,0.0238,0.0235,0.007,0.0878,0.1177,0.1017,0.1345,0.1326,0.1511,-0.0126,0.0772,0.0903,0.0407
Aug-89,-0.0163,-0.0259,-0.0246,0.0074,0.0842,-0.0125,-0.0126,-0.0308,-0.069,-0.0233,-0.0231,0.0154,0.0195,0.0122
Sep-89,0.004,0.0019,0.0069,0.0065,-0.0013,0.0172,0.0437,0.1245,0.0637,-0.0054,0.0186,-0.016,-0.0041,0.0000
Oct-89,0.0276,0.0379,0.0237,0.0068,-0.0418,-0.0656,-0.047,-0.0064,-0.0262,-0.0947,0.024,0,-0.0232,-0.0604
Nov-89,0.007,0.0078,0.0084,0.0069,-0.0236,0.0555,0.1026,0.009,0.051,0.0534,0.0875,0.01,0.0204,-0.0051
Dec-89,0.0006,-0.0006,0.0012,0.0061,0.0524,0.1076,0.2019,0.0154,-0.0018,0.101,-0.0234,0.0198,0.0240,-0.0134
Jan-90,-0.0191,-0.0343,-0.0105,0.0057,-0.0076,-0.0027,0.0297,-0.0301,-0.0602,0.0067,0.0413,-0.0922,-0.0671,-0.0764
Feb-90,-0.0012,-0.0025,0.0007,0.0057,-0.069,-0.024,-0.0204,0.0811,-0.1034,-0.0273,-0.0177,0.0018,0.0129,0.0187
Mar-90,-0.0011,-0.0044,0.0002,0.0064,-0.025,0.0141,0.0963,0.0228,-0.1939,-0.0289,-0.0961,0.0086,0.0265,0.0368
Apr-90,-0.0191,-0.0202,-0.0077,0.0069,-0.0673,-0.0266,-0.0689,-0.007,0.0126,-0.0642,-0.002,-0.0751,-0.0249,-0.0266
May-90,0.0385,0.0415,0.0261,0.0068,0.0918,0.0814,0.0118,0.0761,0.1431,0.149,-0.0128,0.0733,0.0975,0.0561
Jun-90,0.0216,0.023,0.0151,0.0063,0.0432,0.0351,0.0429,0.0426,-0.0467,0.0595,-0.0299,-0.0039,-0.0067,0.0144
Jul-90,0.0102,0.0107,0.0174,0.0068,0.048,0.0422,0.0726,0.0534,-0.0135,0.0431,0.0571,0.0203,-0.0032,-0.0382
Aug-90,-0.0292,-0.0419,-0.0092,0.0066,-0.0156,-0.0992,-0.1487,-0.1128,-0.0973,-0.0532,0.0415,-0.0512,-0.0904,-0.1296
Sep-90,0.0091,0.0117,0.0094,0.006,-0.0569,-0.1178,-0.1768,-0.11,-0.1636,-0.0888,0.0533,-0.0446,-0.0487,-0.0829
Oct-90,0.0132,0.0215,0.0171,0.0068,-0.0923,0.0843,0.1291,0.0878,0.2424,0.0808,-0.0708,-0.0311,-0.0043,-0.0572
Nov-90,0.0285,0.0402,0.0193,0.0057,0.0016,0.01,0.0199,-0.0022,-0.1202,0.0545,0.0141,0.0267,0.0646,0.0450
Dec-90,0.0167,0.0187,0.0161,0.006,-0.0257,-0.0145,-0.0362,0.0121,0.047,-0.0073,0.0035,0.0429,0.0279,0.0194
Jan-91,0.015,0.013,0.0107,0.0052,0.0578,0.0336,0.0269,0.0763,0.0284,0.0379,-0.0523,-0.0004,0.0436,0.0841
Feb-91,0.0121,0.003,0.0048,0.0048,0.0732,0.0875,0.07,0.1012,0.1261,0.0812,-0.009,0.0665,0.0715,0.1113
Mar-91,0.0108,0.0038,0.0023,0.0044,0.015,-0.067,-0.1341,0.0618,-0.0622,-0.0524,-0.0194,-0.0019,0.0242,0.0680
Apr-91,0.0138,0.014,0.0117,0.0053,0.0791,-0.0105,0.0346,-0.026,0.0249,-0.013,0.0059,0.0108,0.0024,0.0034
May-91,0.0039,0,0.0059,0.0047,-0.0296,0.0295,0.0645,0.0435,-0.0046,0.0068,0.0074,0.0357,0.0431,0.0334
Jun-91,-0.0018,-0.0063,-0.0023,0.0042,0.0122,-0.084,-0.0934,-0.003,-0.072,-0.0843,0.0221,-0.0246,-0.0458,-0.0485
Jul-91,0.0167,0.0157,0.0129,0.0049,0.0622,0.0693,0.0334,0.0945,0.0309,0.117,-0.0149,0.016,0.0466,0.0407
Aug-91,0.0275,0.034,0.0247,0.0046,-0.0072,0.0182,0.0127,0.0015,-0.0552,0.0257,-0.0426,0.0115,0.0237,0.0261
Sep-91,0.0271,0.0303,0.0216,0.0046,0.0374,0.03,0.0217,-0.0134,0.0873,0.0379,0.0216,-0.0261,-0.0167,0.0032
Oct-91,0.0043,0.0054,0.0134,0.0042,0.0513,-0.021,-0.0231,0.016,0.0432,-0.0253,0.0072,0.0443,0.0134,0.0317
Nov-91,0.0106,0.0082,0.0128,0.0039,-0.0505,-0.0235,0.0158,0.0292,-0.0706,-0.0471,0.0248,-0.025,-0.0403,-0.0276
Dec-91,0.0436,0.0581,0.0265,0.0038,0.0021,0.0781,0.073,0.0369,0.0316,0.0856,-0.0359,0.0032,0.1144,0.0601
Jan-92,-0.0173,-0.0324,-0.0195,0.0034,-0.0276,-0.0003,0.0067,0.093,-0.0463,-0.01,0.0027,0.0133,-0.0186,0.1128
Feb-92,0.0096,0.0051,0.0022,0.0028,0.0068,0.0039,0.0248,0.0825,-0.0835,-0.0112,-0.0028,-0.0083,0.0130,0.0452
Mar-92,-0.0073,-0.0094,-0.0079,0.0034,0.0067,-0.035,-0.022,0.0005,-0.1084,-0.0566,-0.0323,-0.055,-0.0194,-0.0249
Apr-92,0.0016,0.0016,0.0098,0.0032,0.0351,0.0552,-0.0046,0.0792,-0.0616,0.1196,-0.0157,-0.0135,0.0294,-0.0403
May-92,0.0254,0.0243,0.0222,0.0028,0.0159,0.0569,0.0633,0.1454,0.08,0.0571,0.0034,0.0052,0.0049,-0.0014
Jun-92,0.0156,0.02,0.0177,0.0032,-0.034,-0.0186,0.0174,0.0141,-0.0914,-0.0378,0.0175,0.0032,-0.0149,-0.0519
Jul-92,0.0308,0.0398,0.0242,0.0031,-0.023,-0.0357,-0.0548,-0.0449,-0.0114,-0.0375,0.0421,0.0225,0.0409,0.0370
Aug-92,0.009,0.0067,0.015,0.0026,-0.0789,-0.0033,-0.0007,-0.0447,0.1772,-0.0024,-0.0499,-0.0219,-0.0205,-0.0228
Sep-92,0.0099,0.0185,0.0194,0.0026,-0.0426,-0.0165,-0.0389,-0.0069,-0.024,-0.0179,0.0265,-0.074,0.0118,0.0131
Oct-92,-0.0156,-0.0198,-0.0182,0.0023,-0.0611,-0.0698,-0.0696,0.1269,-0.0464,-0.0798,-0.0279,0.0249,0.0035,0.0259
Nov-92,0.0069,0.001,-0.0084,0.0023,0.0072,-0.0005,-0.0063,-0.0749,0.0258,0.0127,-0.0149,-0.0451,0.0341,0.0885
Dec-92,0.0228,0.0246,0.0146,0.0028,0.0931,0.0229,-0.0161,-0.0562,-0.0148,0.0423,-0.0039,0.0262,0.0123,0.0441
Jan-93,0.025,0.028,0.027,0.0023,-0.0319,0.0017,0.0327,0.0427,-0.0033,-0.0218,-0.0074,-0.0193,0.0084,0.0543
Feb-93,0.0256,0.0354,0.0243,0.0022,0.0768,0.0114,0.0515,0.103,0.0433,-0.0244,-0.0086,0.0556,0.0136,-0.0180
Mar-93,0.0025,0.0021,0.0043,0.0025,0.0393,0.0514,0.0282,0.0034,0.1407,0.0732,0.0311,0.0267,0.0211,0.0289
Apr-93,0.0052,0.0072,0.0088,0.0024,0.0064,0.0221,-0.0138,0.0765,0.1777,0.0296,0.0488,0.035,-0.0242,-0.0306
May-93,0.002,0.0047,-0.0009,0.0022,-0.0177,0.0108,-0.0027,0.0861,0.0275,0.0072,0.0653,0.0143,0.0268,0.0342
Jun-93,0.0293,0.0449,0.0201,0.0025,-0.0227,-0.0146,-0.0331,-0.0356,-0.0139,-0.0103,0.0026,-0.0072,0.0029,-0.0038
Jul-93,0.01,0.0192,0.0005,0.0024,0.0982,0.0034,0.0331,-0.0185,0.0633,-0.0029,0.0616,-0.0074,-0.0040,0.0166
Aug-93,0.0287,0.0434,0.0223,0.0025,0.0423,0.0878,0.1114,0.0729,0.0218,0.0703,-0.0752,0.0073,0.0379,0.0339
Sep-93,0.0043,0.0005,0.0056,0.0026,-0.0251,-0.0031,0.0168,0.0209,-0.0475,-0.0114,-0.0432,-0.0493,-0.0077,0.0316
Oct-93,0.0051,0.0096,0.0018,0.0022,0.1131,0.0417,0.0595,0.2323,-0.0046,0.0392,0.0397,0.0935,0.0207,0.0471
Nov-93,-0.0188,-0.0259,-0.0093,0.0025,-0.0626,-0.0216,-0.0237,-0.0141,-0.166,0.0045,0.0035,-0.023,-0.0095,-0.0175
Dec-93,0.0067,0.002,0.0032,0.0023,0.1091,0.0751,0.0581,0.2749,0.0317,0.0748,0.0562,0.0453,0.0121,0.0194
Jan-94,0.0202,0.0257,0.0138,0.0025,0.1069,0.0509,-0.0292,-0.0375,0.1615,0.0449,-0.0354,0.063,0.0340,0.0618
Feb-94,-0.0286,-0.045,-0.0258,0.0021,-0.051,-0.0354,-0.0188,-0.1047,0.0457,-0.0494,0.0097,-0.0488,-0.0271,-0.0023
Mar-94,-0.0383,-0.0395,-0.0257,0.0027,-0.0733,-0.0283,0.0346,-0.1077,-0.0428,-0.0669,0.02,-0.0434,-0.0436,-0.0446
Apr-94,-0.0097,-0.015,-0.0105,0.0027,0.0362,0.0414,0.0599,0.0042,0.0426,0.0363,-0.0328,-0.0112,0.0128,0.0060
May-94,-0.0062,-0.0082,-0.0002,0.0032,0.0478,-0.0425,-0.0578,0.0691,0.0219,-0.0523,0.0296,0.012,0.0164,-0.0012
Jun-94,-0.0081,-0.01,-0.0028,0.0031,-0.0515,-0.0105,0.0029,-0.081,0.0493,0.0035,0.0017,-0.0649,-0.0245,-0.0262
Jul-94,0.0309,0.0363,0.0169,0.0028,0.0508,0.0524,0.0492,0.0798,-0.0359,0.0538,-0.0109,0.046,0.0328,0.0184
Aug-94,-0.0031,-0.0086,0.0026,0.0037,0.0474,0.0317,0.0367,0.0567,0.0068,0.0573,0.0046,0.0565,0.0410,0.0337
Sep-94,-0.0265,-0.0331,-0.0158,0.0037,-0.0538,-0.0397,-0.0593,-0.0426,-0.0247,-0.0461,0.0236,0.0222,-0.0245,0.0105
Oct-94,-0.005,-0.0025,-0.0023,0.0038,0.0274,0.0436,0.0558,0.0075,0.0274,0.0582,-0.0279,-0.0126,0.0225,0.0115
Nov-94,0.0018,0.0066,-0.007,0.0037,-0.0379,-0.0383,-0.0526,-0.1215,-0.0503,-0.0434,-0.002,-0.0555,-0.0364,-0.0326
Dec-94,0.0157,0.0161,0.0053,0.0044,0.0214,0.0057,0.036,-0.0309,0.0115,0.0012,0.0004,0.017,0.0148,0.0002
Jan-95,0.0256,0.0273,0.0182,0.0042,-0.0604,-0.0078,-0.019,-0.1175,-0.0583,-0.0152,-0.0218,-0.0512,0.0259,0.0283
Feb-95,0.0289,0.0287,0.0234,0.004,0.0319,0.0227,0.0847,0.1534,-0.0483,0.0058,0.004,0.0549,0.0390,0.0252
Mar-95,0.0095,0.0091,0.0063,0.0046,-0.0103,0.0464,-0.023,0.0256,0.092,0.0754,0.0414,0.0424,0.0295,0.0145
Apr-95,0.0175,0.0169,0.0143,0.0045,0.0674,0.032,0.0423,-0.0282,0.0488,0.014,-0.0057,0.0174,0.0294,0.0352
May-95,0.0631,0.079,0.0369,0.0054,-0.0228,0.0205,0.0083,0.1317,-0.062,0.0233,-0.014,0.0415,0.0400,0.0298
Jun-95,0.0079,0.0139,0.0079,0.0047,-0.0112,0.0094,0.0283,-0.0161,-0.0478,0.0011,0.0072,0.0171,0.0232,0.0568
Jul-95,-0.0101,-0.0168,-0.0016,0.0045,0.0931,0.0521,0.0592,0.0203,0.0796,0.0559,-0.0096,0.0177,0.0332,0.0645
