Date,US LT (20Y) Corporate Bonds (TR),US LT (20Y) Government Bonds (TR),US Intermediate-term (5Y) Government Bonds (TR),US (30-Day) Treasury Bills,AUSTRALIA Standard (Large+Mid Cap),EUROPE Standard (Large+Mid Cap),GERMANY Standard (Large+Mid Cap),HONG KONG Standard (Large+Mid Cap),JAPAN Standard (Large+Mid Cap),UNITED KINGDOM Standard (Large+Mid Cap),Gold Return,CANADA Standard (Large+Mid Cap),US Large-Cap Stocks (TR),US Small-Cap Stocks (TR)
Aug-95,0.0214,0.0236,0.0086,0.0047,0.0185,-0.0387,-0.0541,-0.0331,-0.0402,-0.0236,-0.0026,0.0006,0.0025,0.0358
Sep-95,0.0153,0.0175,0.0064,0.0043,-0.0063,0.0302,0.0138,0.0599,0.0085,0.0303,0.0043,-0.0047,0.0422,0.0195
Oct-95,0.0185,0.0294,0.0121,0.0047,-0.0249,-0.0047,-0.0122,0.0022,-0.0559,-0.001,-0.0035,-0.0085,-0.0036,-0.0487
Nov-95,0.0242,0.0249,0.0149,0.0042,0.0206,0.0071,0.002,0.0027,0.0592,0.0061,0.0135,0.0372,0.0439,0.0192
Dec-95,0.0228,0.0272,0.0095,0.0049,0.0204,0.0317,0.0306,0.0327,0.0511,0.0265,-0.0021,0.0094,0.0193,0.0239
Jan-96,0.0014,-0.0011,0.0006,0.0043,0.03,0.0065,0.0431,0.1289,-0.0131,-0.0015,0.0479,0.0519,0.0340,0.0028
Feb-96,-0.0373,-0.0483,-0.0138,0.0039,0.0317,0.0182,0.0089,-0.0111,-0.0178,0.0082,-0.0121,-0.0089,0.0093,0.0369
Mar-96,-0.013,-0.021,-0.0118,0.0039,-0.0045,0.012,-0.0039,0.0009,0.0353,-0.0055,-0.0107,0.0196,0.0096,0.0228
Apr-96,-0.016,-0.0165,-0.005,0.0046,0.0491,0.0072,-0.0365,0.0023,0.0569,0.0195,-0.0127,0.0412,0.0147,0.0848
May-96,0.0005,-0.0054,-0.0032,0.0042,-0.0077,0.0077,0.0143,0.03,-0.0515,0.0117,-0.0019,0.0158,0.0258,0.0749
Jun-96,0.0172,0.0203,0.0117,0.004,-0.033,0.011,0.0203,-0.0232,0.0053,-0.0058,-0.0219,-0.0274,0.0038,-0.0582
Jul-96,0.001,0.0018,0.0025,0.0045,-0.0469,-0.0125,0.0028,-0.0455,-0.0448,0.007,0.0086,-0.0306,-0.0442,-0.0943
Aug-96,-0.007,-0.0139,-0.0005,0.0041,0.064,0.0297,0.023,0.0327,-0.0447,0.0518,0.003,0.0446,0.0211,0.0476
Sep-96,0.0259,0.029,0.0155,0.0044,0.0009,0.021,0.0065,0.0682,0.0346,0.0231,-0.0193,0.0396,0.0563,0.0291
Oct-96,0.0361,0.0404,0.0183,0.0042,0.0383,0.0232,0.0091,0.0421,-0.0671,0.0474,0.0013,0.0782,0.0276,-0.0175
Nov-96,0.0263,0.0351,0.0149,0.0041,0.0408,0.0507,0.0396,0.0819,0.0191,0.057,-0.0216,0.0728,0.0756,0.0288
Dec-96,-0.0186,-0.0256,-0.0078,0.0046,-0.0029,0.0194,0.0031,-0.0052,-0.0691,0.0347,-0.0055,-0.0345,-0.0198,0.0204
Jan-97,-0.0028,-0.0079,0.0025,0.0045,-0.0407,0.0027,-0.0043,-0.0215,-0.1088,-0.0294,-0.0643,0.0491,0.0625,0.0420
Feb-97,0.0028,0.0005,0.0002,0.0039,0.0289,0.0132,0.0413,-0.0016,0.0234,0.0313,0.0379,-0.008,0.0078,-0.0206
Mar-97,-0.0221,-0.0252,-0.0114,0.0043,-0.0036,0.0323,0.0734,-0.0663,-0.0329,0.0106,-0.0291,-0.0502,-0.0411,-0.0490
Apr-97,0.0184,0.0255,0.0148,0.0043,0.0271,-0.005,-0.036,0.0164,0.0363,0.0184,-0.023,0.0234,0.0597,-0.0276
May-97,0.0128,0.0095,0.0077,0.0049,0.0182,0.0427,0.0423,0.1263,0.1104,0.0457,0.016,0.0836,0.0609,0.1022
Jun-97,0.0187,0.0197,0.0103,0.0037,0.0327,0.05,0.044,0.0512,0.0747,0.0139,-0.032,0.0176,0.0448,0.0498
Jul-97,0.0528,0.0626,0.0264,0.0043,-0.0078,0.0469,0.0977,0.0625,-0.0305,0.0468,-0.0245,0.065,0.0796,0.0605
Aug-97,-0.024,-0.0317,-0.0098,0.0041,-0.0688,-0.0571,-0.0991,-0.1311,-0.0867,-0.0163,-0.0031,-0.0527,-0.0560,0.0509
Sep-97,0.0226,0.0316,0.0151,0.0044,0.0479,0.097,0.0769,0.0633,-0.0151,0.0867,0.0207,0.0583,0.0548,0.0844
Oct-97,0.0191,0.0341,0.015,0.0042,-0.135,-0.0492,-0.07,-0.2886,-0.0932,-0.038,-0.0623,-0.0473,-0.0334,-0.0386
Nov-97,0.0101,0.0148,-0.0001,0.0039,-0.0212,0.0154,0.0346,-0.0134,-0.0614,0.0049,-0.0469,-0.0304,0.0463,-0.0155
Dec-97,0.0163,0.0184,0.0106,0.0048,0.0287,0.0365,0.0414,0.0144,-0.0572,0.0377,-0.0222,0.0253,0.0172,-0.0171
Jan-98,0.0137,0.02,0.018,0.0043,0.0661,0.0416,0.0301,-0.1393,0.0892,0.0486,0.0505,-0.0179,0.0111,-0.0059
Feb-98,-0.0007,-0.0072,-0.0039,0.0039,0.0175,0.0782,0.0637,0.1981,0.0052,0.0694,-0.0244,0.0848,0.0721,0.0649
Mar-98,0.0038,0.0025,0.0026,0.0039,0.003,0.0712,0.0673,-0.0207,-0.068,0.0528,0.0121,0.0753,0.0512,0.0481
Apr-98,0.0053,0.0026,0.0061,0.0043,-0.0149,0.0194,0.037,-0.1057,-0.0041,0.0022,0.0322,0.0048,0.0101,0.0168
May-98,0.0167,0.0182,0.007,0.004,-0.0576,0.0203,0.0803,-0.1364,-0.055,-0.0369,-0.055,-0.0121,-0.0172,-0.0497
Jun-98,0.0115,0.0228,0.0079,0.0041,0.0021,0.011,0.0419,-0.053,0.014,0.0154,0.0092,-0.0403,0.0406,-0.0206
Jul-98,-0.0056,-0.004,0.0027,0.004,-0.0062,0.0198,0.0239,-0.0741,-0.0132,-0.02,-0.0251,-0.0711,-0.0106,-0.0671
Aug-98,0.0089,0.0465,0.0271,0.0043,-0.1354,-0.1258,-0.1643,-0.0668,-0.114,-0.0724,-0.0535,-0.218,-0.1446,-0.2010
Sep-98,0.0413,0.0395,0.033,0.0046,0.066,-0.04,-0.013,0.1643,-0.0273,-0.0204,0.0748,0.0258,0.0641,0.0369
Oct-98,-0.019,-0.0218,0.0041,0.0032,0.0856,0.08,0.0418,0.3323,0.1677,0.061,-0.0053,0.1012,0.0813,0.0356
Nov-98,0.027,0.0097,-0.0098,0.0031,0.0621,0.0532,0.0517,-0.0017,0.0457,0.0447,0.0082,0.0367,0.0606,0.0758
Dec-98,0.001,-0.0032,0.0037,0.0038,-0.0077,0.0437,0.0248,-0.0175,0.0387,0.0316,-0.0234,0.0112,0.0576,0.0252
Jan-99,0.0123,0.0121,0.0055,0.0035,0.0602,-0.0064,0.0165,-0.0666,0.0073,-0.0103,-0.0083,0.0828,0.0418,0.0279
Feb-99,-0.0401,-0.052,-0.0262,0.0035,-0.0254,-0.0254,-0.0826,0.01,-0.0219,0.0222,0.0058,-0.057,-0.0311,-0.0687
Mar-99,0.0002,-0.0008,0.0086,0.0043,0.042,0.0109,-0.0271,0.1312,0.1387,0.0312,-0.0265,0.0412,0.0400,-0.0379
Apr-99,-0.0024,0.0021,0.0021,0.0037,0.1024,0.0298,0.0649,0.223,0.0417,0.0387,0.0256,0.1017,0.0387,0.0949
May-99,-0.0176,-0.0185,-0.0147,0.0034,-0.0822,-0.048,-0.0608,-0.0801,-0.0564,-0.0554,-0.0628,-0.0275,-0.0236,0.0387
Jun-99,-0.016,-0.0078,0.0032,0.004,0.0497,0.0169,0.0556,0.0956,0.0947,0.0026,-0.0283,0.0416,0.0555,0.0568
Jul-99,-0.0113,-0.0079,-0.0005,0.0038,-0.0008,0.0093,-0.016,-0.0322,0.0998,0.0152,-0.0207,0.0072,-0.0312,0.0092
Aug-99,-0.0026,-0.0051,0.0015,0.0039,-0.0563,0.0102,0.0173,0.0092,-0.007,-0.0039,-0.0031,-0.0162,-0.0049,-0.0191
Sep-99,0.0093,0.0084,0.0097,0.0039,0.004,-0.0077,-0.0135,-0.04,0.0607,-0.0161,0.1735,0.0289,-0.0274,-0.0221
Oct-99,0.0047,-0.0012,-0.0008,0.0039,-0.0233,0.0368,0.0541,0.0524,0.0429,0.0292,0.0003,0.0672,0.0633,-0.0087
Nov-99,-0.0024,-0.0061,-0.0008,0.0036,0.053,0.027,0.0278,0.1298,0.0429,0.0123,-0.0259,0.0403,0.0203,0.0971
Dec-99,-0.0102,-0.0155,-0.0048,0.0044,0.0564,0.1025,0.1713,0.0885,0.0621,0.057,-0.0038,0.1449,0.0589,0.1137
Jan-00,-0.0021,0.0228,-0.0053,0.0041,-0.036,-0.0712,-0.0348,-0.076,-0.0433,-0.0916,-0.0239,0.0031,-0.0502,0.0595
Feb-00,0.0092,0.0264,0.0078,0.0043,-0.0236,0.0521,0.1045,0.0588,-0.0259,-0.0316,0.0365,0.0597,-0.0189,0.2358
Mar-00,0.0169,0.0367,0.0203,0.0047,-0.0087,0.0241,-0.0161,0.0269,0.0825,0.0737,-0.0576,0.0893,0.0978,-0.0751
Apr-00,-0.0115,-0.0076,-0.0043,0.0046,-0.0269,-0.0441,-0.0866,-0.0936,-0.0752,-0.0417,-0.0061,-0.0367,-0.0301,-0.1251
May-00,-0.0161,-0.0054,0.0052,0.005,-0.0355,-0.0082,-0.0311,-0.1141,-0.0509,-0.0338,-0.0102,-0.0188,-0.0205,-0.0808
Jun-00,0.0326,0.0244,0.0191,0.004,0.1445,0.0215,-0.0029,0.0778,0.0687,0.0093,0.0584,0.1256,0.0247,0.1368
Jul-00,0.0179,0.0173,0.0072,0.0048,-0.0608,-0.016,-0.0038,0.0679,-0.1152,0.0068,-0.0396,0.0303,-0.0156,-0.0322
Aug-00,0.0135,0.024,0.0134,0.005,0.0106,-0.0118,-0.046,0.0091,0.0647,0.0106,0.0009,0.0878,0.0621,0.0925
Sep-00,0.0046,-0.0157,0.0096,0.0051,-0.044,-0.0468,-0.0523,-0.0818,-0.0497,-0.0274,-0.0121,-0.101,-0.0528,-0.0217
Oct-00,0.0045,0.0187,0.0079,0.0056,-0.0644,-0.0076,0.0073,-0.067,-0.058,0.0071,-0.0334,-0.0874,-0.0042,-0.0706
Nov-00,0.0263,0.0319,0.0174,0.0051,0.0222,-0.0387,-0.0735,-0.0351,-0.0415,-0.0588,0.0174,-0.0897,-0.0788,-0.1110
Dec-00,0.027,0.0243,0.0214,0.005,0.0354,0.0689,0.0849,0.1007,-0.0608,0.0684,0.0199,0.0217,0.0049,0.0189
01-Jan,0.0359,0.0005,0.0098,0.0054,0.0404,0.0005,0.0373,0.0292,-0.0119,-0.0165,-0.0363,0.0488,0.0355,0.1380
01-Feb,0.0127,0.0191,0.0105,0.0038,-0.0457,-0.0878,-0.0813,-0.0228,-0.045,-0.0662,0.0083,-0.1595,-0.0912,-0.0702
01-Mar,-0.0029,-0.0074,0.0076,0.0042,-0.1061,-0.0746,-0.1047,-0.1053,-0.0297,-0.0451,-0.0337,-0.0916,-0.0634,-0.0480
01-Apr,-0.0128,-0.0313,-0.0114,0.0039,0.1177,0.0711,0.069,-0.0003,0.0679,0.0627,0.0211,0.0712,0.0777,0.0731
01-May,0.0132,0.0037,-0.0007,0.0032,0.0057,-0.0488,-0.0636,-0.0113,-0.0024,-0.0333,0.0165,0.0184,0.0067,0.0960
01-Jun,0.0055,0.0085,0.0066,0.0028,0.0318,-0.0378,-0.006,-0.0535,-0.0596,-0.0341,0.0116,-0.0384,-0.0243,0.0359
01-Jul,0.0361,0.0376,0.0247,0.003,-0.0516,0.0025,0.0044,-0.0022,-0.0745,0.001,-0.0174,-0.0046,-0.0098,-0.0254
01-Aug,0.0157,0.0206,0.0095,0.0031,0.0053,-0.026,-0.0713,-0.0688,-0.025,-0.0095,0.0267,-0.0545,-0.0626,-0.0295
01-Sep,-0.0152,0.0081,0.0253,0.0028,-0.1257,-0.0998,-0.1625,-0.1544,-0.0934,-0.0658,0.0736,-0.0934,-0.0808,-0.1278
01-Oct,0.0437,0.0464,0.018,0.0022,0.0881,0.0318,0.044,0.0347,-0.0021,0.0193,-0.049,0.0011,0.0191,0.0645
01-Nov,-0.0188,-0.0471,-0.0171,0.0017,0.0768,0.0401,0.0878,0.1316,0.0109,0.0218,-0.0117,0.0917,0.0767,0.0674
01-Dec,-0.009,-0.0183,-0.0082,0.0015,0.0114,0.0256,0.0305,0.051,-0.0675,0.0237,0.0036,0.0156,0.0088,0.0672
02-Jan,0.0175,0.0138,0.0036,0.0014,0.0027,-0.0523,-0.0456,-0.0177,-0.0783,-0.0422,0.021,-0.0075,-0.0146,0.0110
02-Feb,0.013,0.0115,0.0108,0.0013,0.0057,-0.0002,-0.0132,-0.0389,0.0415,-0.0048,0.0515,-0.0106,-0.0193,-0.0277
02-Mar,-0.0295,-0.0436,-0.0242,0.0013,0.0339,0.0542,0.0799,0.0606,0.0573,0.0463,0.0153,0.0356,0.0376,0.0884
02-Apr,0.0253,0.041,0.0239,0.0015,-0.0125,-0.0076,-0.0298,0.0567,0.0582,0.0032,0.0226,-0.0079,-0.0606,0.0243
02-May,0.0113,0.0015,0.0118,0.0014,0.0624,-0.0031,-0.0106,-0.041,0.0623,-0.0163,0.0597,0.0215,-0.0074,-0.0273
02-Jun,0.0073,0.0187,0.0169,0.0013,-0.0494,-0.0347,-0.0296,-0.0605,-0.0521,-0.0422,-0.0248,-0.0569,-0.0712,-0.0356
02-Jul,0.0094,0.0303,0.0272,0.0015,-0.0749,-0.1113,-0.1652,-0.0412,-0.0695,-0.0673,-0.0435,-0.1126,-0.0780,-0.1448
02-Aug,0.0452,0.0464,0.0167,0.0014,0.0237,-0.0002,0.0043,-0.0489,-0.0106,-0.0104,0.0268,0.0123,0.0066,-0.0057
02-Sep,0.033,0.0417,0.0288,0.0014,-0.0559,-0.1316,-0.2435,-0.0713,-0.0447,-0.1035,0.0348,-0.0807,-0.1087,-0.0674
02-Oct,-0.024,-0.0294,-0.0024,0.0014,0.0537,0.0967,0.1398,0.036,-0.0696,0.0784,-0.021,0.0301,0.0880,0.0257
02-Nov,0.0103,-0.0122,-0.0169,0.0012,0.0263,0.0491,0.0567,0.0626,0.0404,0.0301,0.0068,0.0583,0.0589,0.0836
02-Dec,0.0361,0.0507,0.0279,0.0011,-0.0186,-0.0363,-0.0768,-0.075,-0.0257,-0.0216,0.0882,-0.0081,-0.0587,-0.0429
03-Jan,0.0021,-0.0106,-0.0089,0.001,0.018,-0.0473,-0.0244,0.0057,-0.0405,-0.0705,0.0585,0.0279,-0.0262,-0.0223
03-Feb,0.0264,0.0329,0.0179,0.0009,-0.0142,-0.0326,-0.0693,-0.0121,0.0058,-0.0161,-0.0546,0.0348,-0.0150,-0.0288
03-Mar,-0.008,-0.0135,-0.0007,0.001,0.0353,-0.0149,-0.0377,-0.0517,-0.0453,-0.001,-0.0363,-0.0132,0.0097,0.0111
03-Apr,0.0229,0.0102,0.0013,0.001,0.0792,0.1349,0.2342,-0.0014,-0.0078,0.104,0.0057,0.0635,0.0824,0.0928
03-May,0.0471,0.0592,0.0273,0.0009,0.0335,0.0649,0.0649,0.0853,0.0485,0.0614,0.0732,0.0854,0.0527,0.1162
03-Jun,-0.0143,-0.0154,-0.0035,0.001,0.0387,0.0096,0.0508,0.0135,0.0737,0.0086,-0.0426,0.0263,0.0128,0.0440
03-Jul,-0.0881,-0.0982,-0.0319,0.0007,-0.0032,0.0203,0.0592,0.0636,0.0406,0.0062,0.0253,0.0032,0.0176,0.0738
03-Aug,0.0219,0.0166,-0.0027,0.0007,0.0238,-0.0019,-0.0167,0.1229,0.1054,-0.0068,0.0588,0.052,0.0195,0.0473
03-Sep,0.0503,0.0546,0.0307,0.0009,0.0386,0.0203,-0.0073,0.056,0.0593,0.0354,0.033,0.0171,-0.0106,0.0009
03-Oct,-0.0203,-0.0283,-0.0136,0.0007,0.0846,0.0669,0.1191,0.0429,0.0458,0.0679,-0.0045,0.0673,0.0566,0.0894
03-Nov,0.0052,0.0027,-0.0014,0.0007,-0.0041,0.0426,0.0532,-0.0054,-0.0309,0.0297,0.0313,0.0296,0.0088,0.0430
03-Dec,0.0139,0.0139,0.0109,0.0008,0.0847,0.0821,0.1139,0.0202,0.0693,0.0749,0.0449,0.0542,0.0524,0.0277
04-Jan,0.0187,0.0187,0.0052,0.0007,-0.0014,0.0117,0.0109,0.0975,0.0181,-0.003,-0.0396,0.0105,0.0184,0.0578
04-Feb,0.0178,0.023,0.0124,0.0006,0.0461,0.0293,-0.0083,0.0323,-0.0029,0.0457,-0.0098,0.0216,0.0139,0.0050
04-Mar,0.0118,0.0141,0.01,0.0009,0.014,-0.0312,-0.0473,-0.0598,0.1343,-0.0234,0.0704,-0.0049,-0.0151,0.0014
04-Apr,-0.0534,-0.0588,-0.0334,0.0008,-0.0593,-0.0083,0.0046,-0.0485,-0.0542,-0.007,-0.0831,-0.0834,-0.0157,-0.0409
04-May,-0.0071,-0.0051,-0.0049,0.0006,0.0059,0.0162,0.0036,0.0038,-0.0351,0.0218,0.0122,0.0265,0.0137,0.0000
04-Jun,0.0093,0.0121,0.0049,0.0008,-0.0015,0.0134,0.0291,-0.0002,0.0539,0.0002,0.0065,0.0424,0.0194,0.0441
04-Jul,0.0184,0.0155,0.0082,0.001,0.0026,-0.0275,-0.0491,0.0135,-0.0593,-0.0099,-0.0111,0.0008,-0.0331,-0.0747
04-Aug,0.0395,0.0395,0.0195,0.0011,0.0182,0.0006,-0.0188,0.0711,0.0072,0.0057,0.0405,0.0002,0.0040,-0.0152
04-Sep,0.0101,0.0096,0.0012,0.0011,0.0651,0.0401,0.0528,0.0172,-0.0235,0.0322,0.0206,0.0756,0.0108,0.0501
04-Oct,0.0164,0.0154,0.0064,0.0011,0.06,0.0361,0.0406,-0.0034,0.0261,0.0244,0.0238,0.0629,0.0153,0.0184
04-Nov,-0.02,-0.0234,-0.0127,0.0015,0.084,0.0734,0.0882,0.0911,0.0483,0.0647,0.0654,0.0407,0.0405,0.0897
04-Dec,0.0257,0.025,0.0067,0.0016,0.0424,0.0423,0.0538,0.0232,0.0513,0.0325,-0.0393,0.0184,0.0340,0.0458
05-Jan,0.0277,0.03,0.0026,0.0016,0.0073,-0.0185,-0.0391,-0.0415,-0.0232,-0.0072,-0.0309,-0.0398,-0.0244,-0.0410
05-Feb,-0.0112,-0.0128,-0.0111,0.0016,0.0537,0.05,0.0406,0.0334,0.0206,0.0485,0.0315,0.0641,0.0210,0.0083
05-Mar,-0.0125,-0.0072,-0.0038,0.0021,-0.0407,-0.0252,-0.0226,-0.0331,-0.0207,-0.0264,-0.0183,0.0138,-0.0177,-0.0323
05-Apr,0.0327,0.0373,0.0167,0.0021,-0.0161,-0.0253,-0.0461,0.0423,-0.0257,-0.0105,0.0192,-0.0543,-0.0190,-0.0622
05-May,0.0295,0.0297,0.0103,0.0024,-0.0014,0.0035,0.0193,0.0015,-0.0091,-0.0095,-0.0488,0.0218,0.0318,0.0603
05-Jun,0.0141,0.0167,0.0043,0.0023,0.0558,0.0138,0.0092,0.0354,-0.001,0.0159,0.0547,0.0606,0.0014,0.0452
05-Jul,-0.0244,-0.0288,-0.0144,0.0024,0.0236,0.0364,0.0698,0.0574,0.01,0.0131,-0.0185,0.0548,0.0372,0.0763
05-Aug,0.0233,0.0333,0.0161,0.003,0.0078,0.0149,0.0032,-0.0105,0.0696,0.0298,0.0099,0.059,-0.0091,-0.0139
05-Sep,-0.031,-0.0338,-0.0124,0.0029,0.0723,0.0243,0.0226,0.0316,0.1033,0.0177,0.0923,0.0599,0.0081,0.0061
05-Oct,-0.0204,-0.0196,-0.0063,0.0027,-0.0622,-0.0315,-0.0309,-0.0652,-0.012,-0.0305,-0.0053,-0.0722,-0.0167,-0.0281
05-Nov,0.0099,0.0076,0.0059,0.0031,0.0356,0.0169,0.0352,0.028,0.0427,0.0044,0.0529,0.0538,0.0378,0.0453
05-Dec,0.0225,0.0267,0.0061,0.0032,0.0226,0.0352,0.0411,0.0096,0.0858,0.0288,0.035,0.0442,0.0003,0.0018
06-Jan,-0.0093,-0.0118,-0.0036,0.0035,0.0712,0.0653,0.0845,0.0545,0.0504,0.0596,0.1087,0.0877,0.0265,0.0914
06-Feb,0.0128,0.0238,-0.0017,0.0034,-0.0155,0.0008,0.0051,0.0018,-0.0085,-0.0066,-0.0224,-0.0183,0.0027,0.0025
06-Mar,-0.0404,-0.0539,-0.0056,0.0037,0.0038,0.0388,0.0441,0.0138,0.0252,0.0287,0.0468,0.0151,0.0124,0.0455
06-Apr,-0.0224,-0.0247,-0.0008,0.0036,0.0917,0.0511,0.0491,0.0561,0.0291,0.0593,0.1065,0.0487,0.0134,-0.0041
06-May,-0.002,0.001,-0.0004,0.0043,-0.056,-0.0276,-0.0405,-0.0563,-0.0622,-0.0193,0.014,-0.0267,-0.0288,-0.0589
06-Jun,0.0039,0.0092,0.0022,0.004,0.0063,0.0033,-0.01,0.0027,-0.0111,0.01,-0.0605,-0.0161,0.0014,-0.0089
06-Jul,0.0237,0.0199,0.0125,0.004,0.0122,0.0152,-0.0035,0.0174,-0.0055,0.0229,0.031,0.0028,0.0062,-0.0345
06-Aug,0.0361,0.0299,0.0135,0.0042,0.0286,0.0316,0.0364,0.0354,0.015,0.0242,-0.0142,0.04,0.0238,0.0278
06-Sep,0.0183,0.017,0.0079,0.0041,-0.0146,0.0086,0.0151,0.0095,-0.0164,-0.005,-0.0389,-0.0302,0.0258,0.0056
06-Oct,0.0127,0.0077,0.0052,0.0041,0.0822,0.0429,0.0501,0.0187,0.0174,0.0499,0.0075,0.0478,0.0326,0.0545
06-Nov,0.0246,0.0207,0.0088,0.0042,0.0396,0.0356,0.046,0.0576,0.0071,0.0243,0.0711,0.0285,0.0190,0.0225
06-Dec,-0.0232,-0.0236,-0.0067,0.004,0.0328,0.0321,0.0413,0.063,0.0248,0.0254,-0.0227,-0.007,0.0140,0.0161
07-Jan,-0.0051,-0.0102,-0.002,0.0044,0.0023,0.0059,0.014,0.016,0.0085,-0.0016,0.0293,-0.003,0.0151,0.0115
07-Feb,0.0287,0.0335,0.017,0.0038,0.034,-0.0036,0.0091,-0.0257,0.0402,-0.0014,0.0211,0.007,-0.0196,-0.0050
07-Mar,-0.0231,-0.0145,0.0024,0.0043,0.054,0.0362,0.0438,0.0156,-0.0132,0.0332,-0.0037,0.0274,0.0112,0.0102
07-Apr,0.014,0.0085,0.0047,0.0044,0.0598,0.0646,0.0946,0.0231,-0.0195,0.0443,0.023,0.0605,0.0443,0.0150
07-May,-0.0178,-0.02,-0.0102,0.0041,0.0147,0.0176,0.0417,0.0194,0.0163,0.017,-0.0264,0.0853,0.0349,0.0315
07-Jun,-0.0148,-0.0091,0.0011,0.004,0.0258,-0.0002,0.0188,0.0142,-0.003,0.013,-0.013,-0.0017,-0.0166,-0.0033
07-Jul,-0.0032,0.0284,0.0175,0.004,-0.0137,-0.0213,-0.0365,0.0698,-0.0016,-0.025,0.0231,-0.0026,-0.0310,-0.0651
07-Aug,0.0152,0.0199,0.0185,0.0042,-0.0188,-0.011,0.0017,0.0048,-0.0294,-0.0084,0.0098,0.0001,0.0150,0.0116
07-Sep,0.0135,0.0012,0.0057,0.0032,0.1484,0.0506,0.0743,0.153,0.0231,0.0361,0.1057,0.0978,0.0374,0.0148
07-Oct,0.0088,0.0155,-0.0048,0.0032,0.0753,0.0466,0.0465,0.1098,-0.0038,0.0602,0.0626,0.0936,0.0159,0.0170
07-Nov,0.0079,0.0468,0.0425,0.0034,-0.0756,-0.032,-0.0124,-0.0364,-0.0183,-0.0538,-0.0076,-0.1112,-0.0418,-0.0842
07-Dec,0.0028,-0.0029,0.0048,0.0027,-0.0358,-0.0175,0.0168,0.0019,-0.0396,-0.0269,0.0641,0.0271,-0.0069,-0.0006
08-Jan,0.0017,0.0213,0.0263,0.0021,-0.0922,-0.1043,-0.1384,-0.1165,-0.0457,-0.0893,0.1073,-0.0639,-0.0600,-0.0765
08-Feb,-0.0071,0.0018,0.0234,0.0013,0.0297,0.0161,0.0132,-0.0223,0.0069,0.0041,0.0523,0.0616,-0.0325,-0.0314
08-Mar,-0.0059,0.0106,0.0073,0.0017,-0.0558,0.0042,0.0109,-0.0611,-0.0406,-0.0215,-0.0391,-0.0553,-0.0043,0.0031
08-Apr,0.0091,-0.0288,-0.0293,0.0018,0.0845,0.0453,0.0438,0.0816,0.0727,0.0647,-0.067,0.0705,0.0487,0.0207
08-May,-0.0277,-0.0164,-0.0084,0.0018,0.0229,0.0044,0.0157,-0.0055,0.0252,-0.006,0.0169,0.0757,0.0130,0.0398
08-Jun,-0.0061,0.022,0.0075,0.0017,-0.0623,-0.087,-0.0795,-0.1068,-0.0682,-0.0627,0.0502,-0.0363,-0.0843,-0.0905
08-Jul,-0.0109,-0.0025,0.0064,0.0015,-0.0701,-0.0287,-0.0105,-0.0147,-0.0341,-0.041,-0.0132,-0.0699,-0.0084,0.0448
